 Program: FIND Thu Jul 21 12:40:42 2022

 Threshold above background:   50.0
 Approximate FWHM:      3.50000
 Sharpness Limits: Low  0.20  High  1.00
 Roundness Limits: Low -1.00  High  1.00

 No of sources above threshold  5748
 No. of sources rejected by SHARPNESS criteria     439
 No. of sources rejected by ROUNDNESS criteria     760
 No. of sources rejected by CENTROID  criteria       7

             STAR       X       Y     FLUX     SHARP    ROUND
             2722   46.88  605.49     63.9     0.41     0.13
             2723  243.55  605.76    160.7     0.50    -0.04
             2724  251.93  605.50    108.2     0.43     0.07
             2725  339.50  605.60    135.8     0.49    -0.28
             2726  369.47  605.48     53.7     0.46    -0.59
             2727  632.10  606.92     79.6     0.48    -0.44
             2728  645.04  606.56     72.6     0.36    -0.35
             2729  835.96  606.93    239.6     0.41     0.04
             2730  204.78  607.72    123.6     0.34    -0.02
             2731  278.60  608.36    128.9     0.42    -0.55
             2732  571.87  609.07    100.5     0.44    -0.43
             2733  606.78  608.95     85.2     0.43     0.20
             2734  920.62  608.44    145.8     0.47     0.26
             2735  188.74  610.50     56.0     0.42    -0.64
             2736  325.88  609.26     62.6     0.46     0.04
             2737  401.25  610.46    153.2     0.41    -0.42
             2738  432.88  610.36     52.0     0.27    -0.25
             2739  929.87  609.87     84.5     0.43     0.09
             2740  344.87  611.12   2382.9     0.45    -0.11
             2741  625.59  611.20  12856.0     0.47    -0.11
             2742  728.29  610.71     55.4     0.48     0.47
             2743  826.47  611.51     73.9     0.49     0.51
             2744  916.09  610.91     97.8     0.40    -0.35
             2745  265.61  612.20    119.8     0.33    -0.17
             2746  394.59  612.30   1077.0     0.46    -0.13
             2747  490.82  612.08    351.5     0.44     0.04
             2748  651.85  612.42    140.5     0.42     0.30
             2749  661.17  612.05    145.0     0.31    -0.52
             2750  686.08  612.01    107.7     0.48     0.07
             2751   40.33  612.69    371.0     0.40    -0.16
             2752   79.43  612.79    258.5     0.41    -0.15
             2753  334.77  613.09    202.2     0.52    -0.05
             2754  553.64  613.29    232.3     0.48     0.01
             2755  657.57  613.00    116.7     0.42    -0.79
             2756  665.92  613.26    255.1     0.45     0.07
             2757  812.82  613.26     80.0     0.45    -0.39
             2758  832.66  613.19   8800.7     0.45    -0.11
             2759  125.08  614.07     52.0     0.45    -0.01
             2760  153.71  614.43  40872.5     0.44    -0.10
             2761  220.58  613.99     60.4     0.35    -0.09
             2762  895.69  613.81   6427.7     0.44    -0.12
             2763  121.55  615.47    179.4     0.47    -0.19
             2764  275.55  615.44   2443.7     0.45    -0.08
             2765  287.91  614.81     70.0     0.39    -0.24
             2766  356.97  614.91     80.6     0.46     0.43
             2767  604.93  615.13    351.7     0.43     0.02
             2768  815.74  614.80    215.3     0.39     0.03
             2769  173.45  615.84    153.5     0.41    -0.06
             2770  251.57  616.06    184.5     0.41    -0.10
             2771  458.60  615.73    303.8     0.41    -0.35
             2772  471.67  616.44    601.2     0.45     0.05
             2773  536.33  616.27     53.2     0.52    -0.54
             2774  565.19  615.68    479.8     0.41     0.05
             2775  581.14  615.43    107.5     0.37    -0.31
             2776  753.90  615.98    430.5     0.46    -0.02
             2777  858.30  616.03  11655.1     0.44    -0.15
             2778  399.49  616.87     81.3     0.51    -0.16
             2779  429.23  617.81    241.3     0.43    -0.40
             2780  707.97  619.20     84.8     0.37    -0.30
             2781  734.84  619.18    187.6     0.45     0.03
             2782  288.08  619.85     64.6     0.47    -0.09
             2783  341.55  620.22    158.9     0.43    -0.22
             2784  423.57  619.74     65.3     0.44    -0.41
             2785  517.96  620.26    209.0     0.47     0.14
             2786  546.89  619.87    640.8     0.42     0.06
             2787  554.29  619.73     75.8     0.36    -0.13
             2788  700.26  620.17   1769.9     0.42    -0.04
             2789  720.80  620.06    102.7     0.40    -0.04
             2790  747.24  619.96    125.2     0.40     0.24
             2791  171.19  621.21    104.4     0.47    -0.21
             2792  246.66  621.62     74.5     0.48     0.17
             2793  438.89  621.05     85.9     0.42    -0.06
             2794  504.43  621.65    186.0     0.43     0.18
             2795  523.35  621.45     75.3     0.40    -0.29
             2796  750.83  620.74    170.3     0.45    -0.03
             2797  823.81  621.75    259.9     0.50     0.87
             2798  200.16  622.43     56.5     0.58     0.26
             2799  371.07  621.65     60.9     0.52    -0.56
             2800  388.71  622.38    118.7     0.51    -0.27
             2801  450.63  622.02     62.8     0.38    -0.29
             2802  812.37  622.10    293.2     0.46    -0.18
             2803  834.92  622.25     76.5     0.48     0.17
             2804   79.96  622.81    114.9     0.37     0.00
             2805  151.80  623.14    278.3     0.43     0.40
             2806  329.89  622.91   8061.6     0.42    -0.13
             2807  619.79  622.89     93.9     0.37    -0.81
             2808  725.07  622.79    140.5     0.46    -0.23
             2809  185.79  624.36   2641.0     0.43    -0.10
             2810  468.95  625.01    101.0     0.41     0.61
             2811  616.93  623.70    359.5     0.50    -0.19
             2812  240.79  625.06    526.6     0.45    -0.44
             2813  259.30  625.46     90.5     0.41    -0.64
             2814  563.85  625.09    298.4     0.45    -0.00
             2815  597.21  625.72     78.0     0.44     0.77
             2816  676.65  624.79     89.5     0.46     0.12
             2817  822.12  625.37   4265.3     0.44     0.16
             2818  901.14  625.27     83.5     0.35    -0.25
             2819  120.59  626.05     57.1     0.57    -0.79
             2820  246.46  626.31    997.0     0.46    -0.21
             2821  411.90  626.21     61.0     0.44    -0.17
             2822  521.01  626.33   6313.8     0.46     0.12
             2823  558.89  625.60     97.0     0.45    -0.69
             2824  664.95  625.97   1596.4     0.47     0.02
             2825  673.53  625.69     87.3     0.48    -0.24
             2826  338.88  627.55     55.5     0.53    -0.04
             2827  398.68  626.71     57.5     0.45    -0.53
             2828  885.81  626.20     50.1     0.41    -0.06
             2829  228.85  627.68   7702.6     0.39    -0.05
             2830  312.85  627.62     72.0     0.49    -0.05
             2831  834.17  627.82    156.5     0.45    -0.14
             2832  142.12  629.25     55.8     0.46    -0.26
             2833  173.04  629.60     50.5     0.53     0.47
             2834  182.96  628.87    949.1     0.44     0.30
             2835  319.39  628.85    188.0     0.46    -0.34
             2836  392.56  629.24    692.4     0.45    -0.12
             2837  496.22  628.87  25695.5     0.41    -0.11
             2838  594.77  629.06    204.7     0.46     0.18
             2839  653.55  629.20     77.8     0.36    -0.17
             2840  725.02  629.31    396.5     0.44     0.13
             2841  946.79  628.94  15697.9     0.44    -0.14
             2842  205.11  629.86    108.5     0.46    -0.43
             2843  528.64  629.96   5370.6     0.47    -0.12
             2844  573.37  629.80     62.9     0.25    -0.48
             2845  762.95  630.36     84.7     0.30     0.26
             2846   90.19  630.90    101.8     0.35    -0.42
             2847  172.56  630.31     50.5     0.46    -0.21
             2848  281.57  631.31     80.9     0.26    -0.46
             2849  570.99  631.10     71.3     0.50    -0.84
             2850  639.23  631.24    487.3     0.39    -0.02
             2851  688.53  631.06     64.5     0.61    -0.68
             2852  691.85  630.91     89.6     0.37     0.01
             2853  713.89  630.84   6613.9     0.47     0.05
             2854  749.80  631.06     55.7     0.46     0.61
             2855  814.78  631.28    461.7     0.43     0.03
             2856  252.01  632.01    113.3     0.39     0.07
             2857  291.79  632.07    187.9     0.43    -0.28
             2858  398.75  632.24     63.4     0.49    -0.42
             2859  806.97  632.14   2049.1     0.40     0.07
             2860  859.92  632.00  35682.6     0.46    -0.04
             2861  731.65  632.73    201.4     0.32     0.66
             2862  231.65  634.14   2200.4     0.46    -0.20
             2863  468.60  634.14    109.2     0.33    -0.18
             2864  725.49  633.66    105.8     0.39    -0.13
             2865  333.53  634.69     69.9     0.56     0.05
             2866  389.88  634.74    149.9     0.36     0.38
             2867  797.08  634.87     52.7     0.59     0.10
             2868  163.63  636.57     80.2     0.38    -0.90
             2869  364.97  635.79    153.9     0.37    -0.25
             2870  379.41  636.37    389.3     0.46    -0.11
             2871  460.83  635.73     60.8     0.32     0.55
             2872  730.89  635.56    226.6     0.48     0.59
             2873  158.84  637.40    262.0     0.40    -0.05
             2874  602.09  636.71  17682.5     0.43     0.09
             2875  205.82  638.48    298.9     0.48    -0.03
             2876  398.69  638.22     74.5     0.44    -0.30
             2877  687.46  637.88     67.1     0.37    -0.48
             2878  779.21  637.75    128.7     0.45     0.10
             2879  952.81  637.78    123.1     0.46     0.02
             2880   51.97  640.32     50.9     0.57     0.22
             2881  130.93  639.12     64.1     0.43    -0.38
             2882  393.54  639.05    252.1     0.46    -0.32
             2883  588.33  639.10    171.1     0.40     0.47
             2884  747.64  639.73    512.6     0.46    -0.07
             2885  919.93  639.62     94.5     0.37    -0.04
             2886  339.02  641.25    381.2     0.41    -0.14
             2887  633.87  641.15    160.2     0.48     0.13
             2888 1010.15  640.70    867.5     0.43     0.03
             2889  269.45  642.35     51.5     0.56    -0.18
             2890  388.72  642.80     50.2     0.62     0.64
             2891  446.60  641.75     63.6     0.50    -0.84
             2892  567.92  642.19     62.2     0.48     0.15
             2893  934.62  642.35     63.6     0.40    -0.39
             2894  204.94  643.75    169.5     0.53     0.78
             2895  771.48  642.85    139.6     0.41    -0.54
             2896  953.71  643.20    113.1     0.35     0.13
             2897  233.43  643.64     70.3     0.42    -0.92
             2898  303.26  644.20    209.0     0.50    -0.30
             2899  217.42  645.30   3342.9     0.46    -0.25
             2900  245.84  645.48    220.1     0.51    -0.13
             2901  554.82  644.92    263.2     0.39    -0.03
             2902  585.75  644.80     55.5     0.44     0.14
