xcentroid	ycentroid	sharpness	roundness1	roundness2	npix	sky	peak	flux	mag
588.45	639.01	0.40	-0.09	0.41	25.00	0.00	181.90	2.30	-0.90
747.51	639.59	0.46	0.38	-0.03	25.00	0.00	452.36	6.88	-2.09
919.78	639.51	0.37	-0.20	-0.06	25.00	0.00	68.17	1.27	-0.26
339.09	641.32	0.41	-0.29	-0.11	25.00	0.00	347.06	5.12	-1.77
633.83	641.18	0.48	0.20	0.12	25.00	0.00	139.99	2.15	-0.83
1010.17	640.53	0.43	0.13	0.04	25.00	0.00	711.64	11.65	-2.67
771.29	642.79	0.41	-0.22	-0.39	25.00	0.00	100.81	1.87	-0.68
953.53	643.29	0.35	-0.39	0.07	25.00	0.00	73.46	1.52	-0.45
303.01	644.26	0.50	-0.28	-0.22	25.00	0.00	196.03	2.81	-1.12
217.26	645.37	0.46	-0.39	-0.21	25.00	0.00	3143.42	44.89	-4.13
245.83	645.59	0.51	-0.30	-0.08	25.00	0.00	226.44	2.96	-1.18
554.82	644.90	0.39	-0.12	0.03	25.00	0.00	199.53	3.53	-1.37
600.24	645.64	0.47	0.26	0.20	25.00	0.00	117.71	1.60	-0.51
661.48	644.75	0.37	-0.83	-0.02	25.00	0.00	68.35	1.33	-0.31
707.95	645.23	0.48	0.20	-0.02	25.00	0.00	77.61	1.28	-0.27
885.30	644.88	0.45	0.06	-0.05	25.00	0.00	1907.18	31.68	-3.75
70.99	645.95	0.42	-0.48	-0.21	25.00	0.00	88.74	1.29	-0.28
517.91	646.33	0.47	-0.19	0.13	25.00	0.00	172.63	2.73	-1.09
46.82	647.11	0.41	-0.07	-0.11	25.00	0.00	2703.93	37.64	-3.94
318.42	646.46	0.36	-0.08	-0.14	25.00	0.00	140.77	1.86	-0.67
563.88	647.23	0.36	0.50	0.27	25.00	0.00	41.25	1.06	-0.07
202.57	648.01	0.44	-0.22	-0.17	25.00	0.00	16200.66	239.24	-5.95
254.95	648.66	0.39	0.02	0.24	25.00	0.00	78.05	1.07	-0.07
385.85	649.57	0.44	-0.07	0.08	25.00	0.00	721.32	9.73	-2.47
574.68	648.90	0.47	-0.17	-0.17	25.00	0.00	215.43	3.59	-1.39
603.10	648.24	0.42	-0.02	0.23	25.00	0.00	97.20	1.74	-0.60
665.14	649.45	0.35	-0.35	0.14	25.00	0.00	63.27	1.34	-0.32
806.61	648.71	0.45	0.34	-0.02	25.00	0.00	1664.23	27.85	-3.61
859.05	648.76	0.41	-0.14	-0.09	25.00	0.00	264.82	4.06	-1.52
249.42	650.54	0.47	-0.41	-0.19	25.00	0.00	207.28	2.56	-1.02
311.80	649.70	0.37	-0.62	-0.79	25.00	0.00	134.04	1.97	-0.74
445.50	649.81	0.45	-0.10	-0.10	25.00	0.00	3053.34	47.79	-4.20
499.31	649.37	0.49	-0.77	0.13	25.00	0.00	71.28	1.05	-0.05
782.36	649.66	0.42	-0.93	0.01	25.00	0.00	520.09	8.29	-2.30
794.31	648.75	0.42	0.77	0.37	25.00	0.00	68.43	1.16	-0.16
233.54	651.42	0.38	-0.33	0.03	25.00	0.00	98.48	1.45	-0.40
547.79	651.76	0.42	-0.28	0.26	25.00	0.00	150.57	2.32	-0.92
570.67	650.39	0.37	-0.42	0.21	25.00	0.00	75.61	1.08	-0.08
648.52	651.81	0.52	-0.74	0.02	25.00	0.00	71.65	1.25	-0.24
787.43	652.32	0.42	0.31	0.01	25.00	0.00	10437.94	171.20	-5.58
1014.57	651.89	0.35	0.28	-0.16	25.00	0.00	216.52	3.44	-1.34
397.23	653.20	0.45	-0.46	-0.23	25.00	0.00	4104.65	63.09	-4.50
421.28	652.73	0.46	0.23	-0.04	25.00	0.00	126.83	1.55	-0.48
474.50	652.69	0.45	0.22	0.03	25.00	0.00	153.77	2.26	-0.88
669.08	653.16	0.43	-0.02	0.08	25.00	0.00	686.24	11.61	-2.66
736.29	653.55	0.42	0.49	0.15	25.00	0.00	330.77	5.48	-1.85
300.71	653.88	0.48	-0.15	0.09	25.00	0.00	123.80	1.70	-0.57
553.94	654.06	0.43	-0.29	0.24	25.00	0.00	214.44	3.02	-1.20
685.07	653.83	0.37	0.40	0.34	25.00	0.00	56.47	1.03	-0.03
43.49	653.85	0.30	0.40	0.56	25.00	0.00	86.99	1.25	-0.24
245.94	654.85	0.51	-0.43	0.08	25.00	0.00	182.73	2.18	-0.84
152.74	656.32	0.39	0.35	0.21	25.00	0.00	86.45	1.04	-0.05
385.43	656.75	0.34	-0.79	-0.53	25.00	0.00	80.04	1.15	-0.16
469.81	655.91	0.44	0.28	-0.17	25.00	0.00	129.35	1.95	-0.73
926.35	655.67	0.47	-0.24	-0.06	25.00	0.00	152.31	2.63	-1.05
99.02	657.49	0.43	0.15	-0.12	25.00	0.00	5015.67	65.28	-4.54
495.05	657.01	0.43	-0.22	0.05	25.00	0.00	310.96	5.01	-1.75
711.91	657.28	0.51	-0.22	-0.17	25.00	0.00	178.63	2.73	-1.09
121.53	658.43	0.46	-0.19	0.01	25.00	0.00	53.51	1.02	-0.02
237.71	658.02	0.43	-0.16	-0.03	25.00	0.00	425.83	5.77	-1.90
474.94	658.13	0.45	-0.43	-0.09	25.00	0.00	226.28	3.30	-1.30
575.02	657.48	0.44	-0.01	0.20	25.00	0.00	117.70	2.13	-0.82
690.13	657.55	0.42	-0.19	0.13	25.00	0.00	175.67	2.64	-1.05
347.28	659.26	0.42	-0.32	-0.20	25.00	0.00	190.38	2.83	-1.13
527.92	659.17	0.53	-0.16	0.02	25.00	0.00	88.39	1.22	-0.21
535.53	658.62	0.38	-0.35	-0.32	25.00	0.00	98.18	1.26	-0.25
252.93	660.29	0.43	0.61	0.00	25.00	0.00	60.57	1.01	-0.01
303.70	660.40	0.43	-0.47	0.08	25.00	0.00	85.95	1.51	-0.45
406.98	660.33	0.45	0.08	0.03	25.00	0.00	166.01	2.55	-1.02
159.91	660.88	0.49	0.03	-0.19	25.00	0.00	119.36	1.65	-0.54
488.65	661.18	0.46	-0.20	-0.07	25.00	0.00	527.49	8.40	-2.31
668.79	661.32	0.52	-0.23	-0.15	25.00	0.00	86.55	1.37	-0.34
737.59	661.85	0.54	-0.55	0.31	25.00	0.00	74.18	1.02	-0.03
746.68	661.03	0.46	0.13	0.07	25.00	0.00	64.44	1.07	-0.08
602.44	661.67	0.32	-0.55	-0.18	25.00	0.00	71.86	1.29	-0.27
183.71	663.42	0.44	0.01	0.10	25.00	0.00	330.12	4.23	-1.57
414.32	663.12	0.45	-0.48	-0.21	25.00	0.00	1185.22	17.81	-3.13
729.69	662.93	0.40	-0.04	0.07	25.00	0.00	1770.60	27.20	-3.59
883.23	663.03	0.42	0.40	-0.03	25.00	0.00	64.11	1.22	-0.22
945.94	663.30	0.45	0.35	0.09	25.00	0.00	151.21	2.29	-0.90
87.90	663.83	0.25	0.12	-0.34	25.00	0.00	106.43	1.37	-0.34
464.03	664.71	0.47	0.05	0.18	25.00	0.00	121.91	1.69	-0.57
628.06	664.65	0.40	0.08	-0.12	25.00	0.00	82.14	1.25	-0.25
736.46	664.22	0.50	-0.68	0.42	25.00	0.00	126.36	2.03	-0.77
777.48	664.32	0.42	0.29	-0.04	25.00	0.00	226.75	3.80	-1.45
327.17	664.94	0.35	-0.35	-0.14	25.00	0.00	94.49	1.50	-0.44
366.26	664.52	0.41	-0.11	-0.20	25.00	0.00	95.76	1.59	-0.50
660.68	666.27	0.47	-0.11	0.05	25.00	0.00	12037.97	195.99	-5.73
800.58	665.74	0.44	-0.07	-0.11	25.00	0.00	165.75	2.98	-1.19
308.04	667.69	0.49	-0.60	0.08	25.00	0.00	79.12	1.02	-0.02
359.98	667.24	0.41	-0.39	0.00	25.00	0.00	138.00	2.01	-0.76
768.01	667.43	0.44	-0.33	-0.13	25.00	0.00	203.48	3.06	-1.22
487.56	669.27	0.41	-0.63	-0.42	25.00	0.00	78.25	1.34	-0.32
133.93	669.88	0.51	-0.24	-0.24	25.00	0.00	157.40	2.08	-0.79
187.28	670.53	0.47	-0.44	-0.15	25.00	0.00	531.59	7.40	-2.17
255.88	670.56	0.44	-0.06	-0.02	25.00	0.00	2705.10	37.24	-3.93
262.66	670.92	0.51	0.45	0.76	25.00	0.00	50.35	1.02	-0.02
814.10	670.02	0.53	0.09	0.74	25.00	0.00	86.51	1.16	-0.16
16.19	671.13	0.44	-0.44	-0.30	25.00	0.00	129.00	1.79	-0.63
171.82	671.30	0.30	-0.19	0.08	25.00	0.00	53.76	1.03	-0.03
684.67	671.01	0.42	-0.05	0.03	25.00	0.00	1907.18	29.60	-3.68
976.38	670.62	0.44	-0.06	0.13	25.00	0.00	116.72	1.66	-0.55
761.71	672.80	0.40	-0.20	0.17	25.00	0.00	873.24	12.40	-2.73
495.35	672.61	0.38	-0.26	0.01	25.00	0.00	3651.14	55.52	-4.36
570.34	672.87	0.48	0.01	-0.01	25.00	0.00	91.51	1.57	-0.49
876.21	673.15	0.44	0.24	0.04	25.00	0.00	514.13	8.60	-2.34
1013.61	672.95	0.39	0.15	-0.33	25.00	0.00	162.98	2.66	-1.06
292.81	673.62	0.42	0.25	-0.29	25.00	0.00	182.87	2.73	-1.09
539.04	674.30	0.40	-0.78	-0.21	25.00	0.00	295.01	4.14	-1.54
548.48	674.16	0.38	-0.13	0.07	25.00	0.00	151.16	2.48	-0.99
676.49	673.52	0.44	0.51	0.07	25.00	0.00	229.83	3.52	-1.37
774.50	674.25	0.45	0.12	0.23	25.00	0.00	93.34	1.44	-0.39
430.34	674.78	0.40	-0.51	-0.09	25.00	0.00	628.42	9.59	-2.45
707.08	674.95	0.37	0.16	-0.00	25.00	0.00	70.07	1.29	-0.27
853.91	674.92	0.40	0.18	-0.04	25.00	0.00	209.28	3.30	-1.30
308.86	675.50	0.41	-0.63	0.34	25.00	0.00	115.93	1.43	-0.39
421.94	675.70	0.35	0.03	-0.16	25.00	0.00	64.15	1.31	-0.29
651.42	675.80	0.45	0.13	0.04	25.00	0.00	87.97	1.51	-0.45
673.09	675.42	0.41	0.10	0.32	25.00	0.00	188.81	3.03	-1.20
919.53	676.15	0.43	0.09	-0.12	25.00	0.00	120.13	2.18	-0.85
403.05	677.56	0.34	0.28	0.03	25.00	0.00	45.73	1.07	-0.07
471.80	677.42	0.46	-0.17	0.05	25.00	0.00	1390.49	21.53	-3.33
760.36	676.35	0.53	0.11	0.38	25.00	0.00	221.57	2.66	-1.06
254.41	678.22	0.52	-0.54	-0.05	25.00	0.00	166.83	2.18	-0.85
899.08	677.06	0.51	0.31	0.54	25.00	0.00	58.99	1.01	-0.01
397.98	679.64	0.42	-0.17	0.01	25.00	0.00	151.58	2.21	-0.86
482.14	679.63	0.38	-0.39	0.12	25.00	0.00	301.95	4.40	-1.61
715.87	679.96	0.47	0.12	0.04	25.00	0.00	18444.97	307.49	-6.22
108.16	681.29	0.38	-0.43	-0.28	25.00	0.00	164.28	2.29	-0.90
384.83	681.10	0.46	-0.00	0.04	25.00	0.00	140.42	1.65	-0.55
813.45	680.62	0.41	-0.21	0.02	25.00	0.00	18099.86	290.97	-6.16
826.29	681.05	0.43	-0.49	-0.23	25.00	0.00	78.19	1.25	-0.24
390.56	682.58	0.47	-0.30	-0.02	25.00	0.00	116.64	1.67	-0.56
451.17	682.34	0.42	-0.50	-0.15	25.00	0.00	77.19	1.37	-0.34
735.97	682.42	0.43	0.19	0.28	25.00	0.00	162.45	2.66	-1.06
682.40	682.86	0.39	-0.12	-0.05	25.00	0.00	457.00	7.76	-2.23
935.18	683.50	0.44	0.55	0.11	25.00	0.00	4698.90	74.67	-4.68
969.64	683.29	0.39	-0.29	-0.22	25.00	0.00	164.23	2.81	-1.12
157.19	684.51	0.51	-0.55	-0.25	25.00	0.00	158.95	2.17	-0.84
567.99	684.11	0.34	-0.01	0.25	25.00	0.00	47.39	1.07	-0.07
174.91	685.36	0.42	0.12	0.06	25.00	0.00	123.04	1.57	-0.49
354.71	684.65	0.41	-0.20	0.01	25.00	0.00	3176.23	48.27	-4.21
363.91	685.33	0.50	0.04	-0.08	25.00	0.00	118.42	1.65	-0.54
401.68	684.01	0.39	-0.50	0.01	25.00	0.00	132.05	1.71	-0.59
449.47	684.46	0.38	-0.17	0.52	25.00	0.00	86.52	1.25	-0.24
251.66	686.41	0.47	-0.16	0.04	25.00	0.00	234.03	3.23	-1.27
343.95	685.72	0.38	-0.48	0.11	25.00	0.00	152.10	1.99	-0.75
700.75	685.82	0.46	0.17	0.03	25.00	0.00	42256.79	695.86	-7.11
909.85	686.33	0.43	0.18	-0.02	25.00	0.00	724.48	11.79	-2.68
394.04	687.56	0.42	0.35	0.14	25.00	0.00	102.24	1.36	-0.34
898.28	686.67	0.46	-0.62	0.33	25.00	0.00	80.20	1.30	-0.29
613.56	687.82	0.45	0.01	-0.00	25.00	0.00	588.74	9.32	-2.42
618.60	689.30	0.47	-0.85	-0.21	25.00	0.00	151.36	2.29	-0.90
162.40	690.73	0.46	-0.61	-0.16	25.00	0.00	106.05	1.58	-0.50
322.69	690.74	0.43	-0.16	-0.02	25.00	0.00	1821.37	27.30	-3.59
386.27	690.82	0.54	0.11	-0.22	25.00	0.00	92.54	1.27	-0.26
795.26	691.19	0.44	0.31	0.04	25.00	0.00	418.02	6.64	-2.06
955.10	690.59	0.44	-0.09	0.03	25.00	0.00	149.47	2.61	-1.04
400.18	692.11	0.45	-0.01	-0.09	25.00	0.00	160.87	2.03	-0.77
439.38	692.36	0.48	-0.36	-0.04	25.00	0.00	286.44	3.64	-1.40
582.12	691.84	0.42	-0.14	0.02	25.00	0.00	399.94	6.55	-2.04
309.60	693.22	0.53	-0.89	0.03	25.00	0.00	80.65	1.04	-0.05
464.35	693.02	0.36	-0.16	0.10	25.00	0.00	156.16	2.85	-1.14
482.54	693.56	0.46	-0.35	0.02	25.00	0.00	826.70	12.41	-2.73
541.94	693.35	0.46	-0.34	-0.29	25.00	0.00	99.78	1.49	-0.43
919.26	694.12	0.50	0.50	0.57	25.00	0.00	96.97	1.48	-0.42
118.42	694.30	0.40	0.10	-0.05	25.00	0.00	244.69	2.85	-1.14
788.74	693.88	0.47	0.15	-0.05	25.00	0.00	319.03	5.41	-1.83
842.58	693.78	0.43	0.49	0.12	25.00	0.00	159.16	2.31	-0.91
214.25	694.28	0.33	-0.28	-0.07	25.00	0.00	121.46	1.46	-0.41
219.95	695.03	0.38	-0.23	-0.14	25.00	0.00	185.16	2.39	-0.94
738.38	695.28	0.43	0.29	0.02	25.00	0.00	6440.26	106.31	-5.07
776.46	694.73	0.42	-0.06	-0.00	25.00	0.00	630.69	10.20	-2.52
67.11	696.17	0.44	-0.37	-0.30	25.00	0.00	301.43	4.34	-1.59
621.33	695.67	0.39	-0.29	0.03	25.00	0.00	1066.40	16.93	-3.07
933.57	696.52	0.42	-0.27	-0.29	25.00	0.00	68.54	1.27	-0.26
976.27	695.72	0.43	-0.12	0.14	25.00	0.00	55.86	1.01	-0.01
101.18	696.38	0.31	0.01	0.24	25.00	0.00	67.94	1.07	-0.07
121.27	697.32	0.46	-0.52	-0.20	25.00	0.00	358.38	4.66	-1.67
231.21	696.76	0.45	-0.20	-0.28	25.00	0.00	216.43	3.04	-1.21
286.50	696.99	0.42	-0.43	-0.09	25.00	0.00	183.92	2.55	-1.02
553.26	697.04	0.46	-0.47	-0.11	25.00	0.00	69.48	1.14	-0.14
745.90	696.96	0.40	-0.68	0.35	25.00	0.00	214.04	2.78	-1.11
918.01	696.75	0.40	-0.02	-0.02	25.00	0.00	185.40	3.01	-1.20
255.02	698.37	0.50	0.82	-0.04	25.00	0.00	76.26	1.17	-0.17
353.00	697.87	0.39	-0.38	-0.16	25.00	0.00	183.89	2.65	-1.06
893.88	697.70	0.43	0.31	0.28	25.00	0.00	60.44	1.06	-0.06
189.31	698.86	0.45	-0.46	-0.26	25.00	0.00	364.62	4.87	-1.72
614.31	698.64	0.44	-0.01	0.05	25.00	0.00	127.79	1.68	-0.56
869.35	699.82	0.38	-0.46	0.16	25.00	0.00	364.71	4.79	-1.70
270.37	700.43	0.57	-0.78	-0.15	25.00	0.00	123.64	1.55	-0.48
299.30	699.53	0.45	-0.10	0.04	25.00	0.00	127.35	1.76	-0.62
512.21	700.22	0.46	-0.40	-0.16	25.00	0.00	295.85	4.17	-1.55
638.20	700.08	0.43	-0.58	0.52	25.00	0.00	74.40	1.01	-0.02
734.24	700.51	0.42	0.41	0.14	25.00	0.00	885.15	12.61	-2.75
996.95	699.72	0.35	0.02	0.01	25.00	0.00	102.53	1.54	-0.47
17.00	701.66	0.42	-0.32	0.13	25.00	0.00	311.13	3.66	-1.41
429.21	702.42	0.43	-0.03	-0.01	25.00	0.00	3260.85	48.98	-4.23
525.78	702.28	0.49	-0.35	-0.07	25.00	0.00	125.46	2.06	-0.78
619.44	702.34	0.45	-0.23	0.01	25.00	0.00	199.38	2.65	-1.06
753.46	702.39	0.42	-0.25	-0.07	25.00	0.00	291.19	4.85	-1.71
898.11	702.54	0.42	0.09	0.04	25.00	0.00	87.73	1.45	-0.41
171.16	702.96	0.43	-0.14	-0.23	25.00	0.00	492.60	7.15	-2.14
345.81	703.21	0.47	-0.32	-0.05	25.00	0.00	244.09	3.40	-1.33
383.61	702.75	0.38	-0.16	-0.05	25.00	0.00	339.13	4.95	-1.74
69.87	704.58	0.42	-0.09	-0.04	25.00	0.00	133.17	1.71	-0.58
147.13	704.15	0.47	-0.37	-0.21	25.00	0.00	158.28	2.11	-0.81
321.47	704.20	0.55	0.22	-0.09	25.00	0.00	92.83	1.07	-0.08
331.43	704.33	0.40	-0.33	0.06	25.00	0.00	121.24	1.78	-0.63
351.18	704.41	0.47	-0.19	0.04	25.00	0.00	79.40	1.20	-0.20
410.77	703.76	0.43	-0.20	-0.00	25.00	0.00	15598.53	241.34	-5.96
472.39	704.06	0.43	-0.50	-0.09	25.00	0.00	201.25	2.86	-1.14
646.07	704.08	0.39	-0.06	0.06	25.00	0.00	3937.90	55.62	-4.36
284.51	705.30	0.39	-0.68	0.29	25.00	0.00	97.85	1.40	-0.37
324.00	704.90	0.52	-0.33	-0.43	25.00	0.00	90.80	1.07	-0.08
367.23	704.85	0.39	-0.44	-0.05	25.00	0.00	902.38	13.30	-2.81
581.32	705.25	0.46	-0.35	-0.09	25.00	0.00	4687.15	73.55	-4.67
793.29	705.13	0.51	-0.37	-0.14	25.00	0.00	128.12	2.06	-0.78
120.90	705.64	0.41	-0.18	0.00	25.00	0.00	139.60	2.05	-0.78
596.87	706.52	0.57	-0.33	0.39	25.00	0.00	63.21	1.37	-0.34
357.75	708.80	0.46	-0.69	0.02	25.00	0.00	127.28	1.80	-0.64
294.54	708.68	0.40	-0.41	-0.24	25.00	0.00	99.14	1.46	-0.41
422.25	709.07	0.40	-0.30	-0.08	25.00	0.00	1181.60	17.76	-3.12
758.70	709.30	0.42	0.18	0.07	25.00	0.00	120.47	1.83	-0.66
961.58	709.22	0.44	0.52	-0.03	25.00	0.00	220.05	3.40	-1.33
856.02	709.96	0.50	-0.34	0.06	25.00	0.00	69.77	1.25	-0.24
362.01	711.15	0.45	0.55	-0.08	25.00	0.00	214.58	3.05	-1.21
939.71	710.71	0.41	0.43	-0.05	25.00	0.00	1245.56	20.26	-3.27
480.90	712.42	0.45	-0.12	0.09	25.00	0.00	1732.79	26.78	-3.57
523.59	712.60	0.48	0.96	-0.21	25.00	0.00	128.59	1.99	-0.75
571.41	711.88	0.40	-0.48	-0.19	25.00	0.00	95.40	1.67	-0.56
658.39	712.42	0.43	-0.13	-0.08	25.00	0.00	221.04	3.23	-1.27
892.53	712.46	0.41	-0.03	-0.00	25.00	0.00	202.05	3.34	-1.31
919.17	712.60	0.42	0.72	0.28	25.00	0.00	61.51	1.02	-0.02
432.26	712.41	0.36	0.17	0.04	25.00	0.00	105.48	1.73	-0.60
951.35	712.85	0.44	0.08	-0.05	25.00	0.00	298.56	4.68	-1.68
680.53	714.19	0.41	0.31	0.06	25.00	0.00	159.81	2.75	-1.10
198.42	715.19	0.41	-0.25	-0.12	25.00	0.00	446.11	6.77	-2.08
313.51	715.87	0.44	-0.46	-0.18	25.00	0.00	77.15	1.14	-0.15
519.60	715.20	0.47	-0.24	-0.01	25.00	0.00	2378.65	37.14	-3.92
689.79	714.91	0.61	0.61	0.24	25.00	0.00	78.24	1.01	-0.01
711.36	714.71	0.38	-0.25	0.04	25.00	0.00	255.25	4.00	-1.51
929.85	715.26	0.38	-0.10	0.13	25.00	0.00	81.34	1.48	-0.42
359.58	716.03	0.46	-0.30	-0.08	25.00	0.00	1683.69	25.24	-3.51
447.94	715.89	0.44	-0.44	0.02	25.00	0.00	72.94	1.31	-0.30
497.41	715.98	0.34	0.87	-0.71	25.00	0.00	79.11	1.27	-0.26
220.31	717.06	0.44	-0.30	-0.19	25.00	0.00	2382.68	35.48	-3.88
545.30	716.63	0.41	0.18	0.05	25.00	0.00	254.94	3.67	-1.41
749.77	716.49	0.38	-0.46	-0.03	25.00	0.00	176.36	2.55	-1.02
494.44	718.25	0.45	-0.31	-0.11	25.00	0.00	645.27	9.70	-2.47
587.83	718.51	0.45	-0.23	0.08	25.00	0.00	408.09	6.08	-1.96
617.11	719.13	0.52	0.29	0.00	25.00	0.00	75.90	1.19	-0.19
40.99	719.79	0.38	-0.21	-0.03	25.00	0.00	2128.81	28.51	-3.64
286.66	720.35	0.53	0.01	0.48	25.00	0.00	85.57	1.19	-0.19
530.19	719.59	0.39	-0.32	0.13	25.00	0.00	1331.97	20.80	-3.29
650.92	720.37	0.45	0.00	0.15	25.00	0.00	2800.27	44.41	-4.12
795.74	720.42	0.44	-0.21	0.17	25.00	0.00	142.52	2.34	-0.92
825.77	719.93	0.45	-0.46	-0.36	25.00	0.00	78.49	1.20	-0.20
1003.07	720.02	0.42	0.37	0.03	25.00	0.00	442.14	7.06	-2.12
211.41	721.14	0.51	0.42	0.05	25.00	0.00	110.27	1.36	-0.33
463.48	721.63	0.43	-0.63	-0.10	25.00	0.00	121.77	1.73	-0.59
817.73	721.18	0.38	-0.86	-0.13	25.00	0.00	60.33	1.06	-0.06
232.73	722.28	0.45	-0.18	-0.13	25.00	0.00	506.96	7.08	-2.13
628.21	722.04	0.37	-0.13	0.03	25.00	0.00	161.63	2.85	-1.14
919.97	722.53	0.48	-0.05	0.18	25.00	0.00	120.93	1.79	-0.63
71.48	723.46	0.50	0.57	-0.05	25.00	0.00	69.94	1.04	-0.04
992.75	723.73	0.40	0.36	-0.02	25.00	0.00	4322.40	68.97	-4.60
329.12	725.02	0.54	-0.67	-0.05	25.00	0.00	89.37	1.17	-0.17
606.35	725.24	0.35	-0.14	0.27	25.00	0.00	95.77	1.48	-0.43
761.69	724.68	0.43	0.35	0.09	25.00	0.00	1824.53	29.59	-3.68
959.70	724.94	0.45	0.44	0.01	25.00	0.00	96.44	1.72	-0.59
380.24	726.00	0.38	-0.75	-0.11	25.00	0.00	55.92	1.06	-0.06
976.38	725.82	0.42	-0.81	-0.05	25.00	0.00	120.98	1.76	-0.62
194.97	726.58	0.37	-0.45	0.00	25.00	0.00	312.48	4.20	-1.56
370.52	726.71	0.50	-0.88	-0.07	25.00	0.00	78.76	1.08	-0.09
408.10	726.65	0.31	-0.13	-0.34	25.00	0.00	54.42	1.01	-0.01
443.50	727.03	0.49	-0.05	-0.03	25.00	0.00	86.20	1.24	-0.23
582.34	727.49	0.32	-0.29	0.05	25.00	0.00	75.49	1.06	-0.06
694.68	726.74	0.43	0.53	0.06	25.00	0.00	609.01	9.24	-2.41
823.01	726.79	0.45	0.02	0.07	25.00	0.00	109.09	1.92	-0.71
923.90	726.32	0.36	-0.73	0.02	25.00	0.00	121.51	1.84	-0.66
954.09	726.50	0.36	0.44	0.02	25.00	0.00	63.03	1.10	-0.11
117.66	728.10	0.34	-0.89	-0.38	25.00	0.00	86.70	1.29	-0.28
158.12	728.43	0.40	-0.24	-0.62	25.00	0.00	104.50	1.31	-0.29
341.79	728.43	0.46	-0.28	-0.03	25.00	0.00	1727.25	25.29	-3.51
935.10	727.71	0.43	0.22	0.21	25.00	0.00	61.08	1.06	-0.06
606.16	728.99	0.48	-0.02	0.96	25.00	0.00	90.22	1.22	-0.21
484.99	730.47	0.45	-0.10	0.05	25.00	0.00	2652.56	40.15	-4.01
908.59	730.25	0.30	-0.89	-0.25	25.00	0.00	57.59	1.13	-0.14
82.22	731.18	0.41	-0.43	-0.28	25.00	0.00	108.13	1.67	-0.56
476.91	730.20	0.41	0.36	0.66	25.00	0.00	368.43	4.24	-1.57
520.13	730.67	0.44	0.30	0.26	25.00	0.00	67.13	1.15	-0.15
39.55	732.26	0.29	-0.19	-0.48	25.00	0.00	82.26	1.17	-0.17
388.78	732.48	0.46	-0.42	0.12	25.00	0.00	183.29	2.52	-1.01
971.37	731.57	0.40	-0.05	0.06	25.00	0.00	561.92	8.56	-2.33
78.85	732.76	0.46	-0.30	-0.32	25.00	0.00	127.08	1.45	-0.40
105.54	732.96	0.44	-0.04	-0.04	25.00	0.00	455.46	6.01	-1.95
298.83	733.60	0.45	-0.19	-0.01	25.00	0.00	2367.62	33.65	-3.82
313.59	733.29	0.36	0.81	-0.17	25.00	0.00	74.32	1.06	-0.07
685.04	732.77	0.37	0.69	0.56	25.00	0.00	91.00	1.22	-0.22
717.38	733.10	0.39	-0.01	-0.04	25.00	0.00	161.02	2.48	-0.98
276.80	734.32	0.45	-0.22	-0.10	25.00	0.00	1527.43	22.01	-3.36
625.96	734.17	0.46	-0.02	-0.09	25.00	0.00	63.48	1.15	-0.15
650.83	734.06	0.52	-0.00	0.00	25.00	0.00	76.95	1.13	-0.13
216.53	735.47	0.41	-0.09	0.03	25.00	0.00	77.75	1.07	-0.07
306.68	735.57	0.46	-0.25	-0.00	25.00	0.00	1485.04	20.47	-3.28
420.52	735.16	0.49	-0.67	-0.14	25.00	0.00	73.27	1.14	-0.15
434.94	734.91	0.50	-0.66	0.28	25.00	0.00	98.34	1.21	-0.20
109.84	736.41	0.41	-0.24	0.06	25.00	0.00	160.81	2.02	-0.76
392.95	736.64	0.46	-0.12	0.06	25.00	0.00	1016.23	14.54	-2.91
475.08	735.40	0.40	0.03	0.07	25.00	0.00	210.53	2.37	-0.94
535.01	735.84	0.41	-0.18	-0.23	25.00	0.00	106.93	1.80	-0.64
596.22	735.99	0.41	-0.36	0.05	25.00	0.00	387.61	6.22	-1.98
704.27	735.87	0.41	-0.09	0.07	25.00	0.00	2455.50	39.44	-3.99
848.54	736.29	0.41	0.13	0.24	25.00	0.00	91.81	1.50	-0.44
31.39	737.56	0.43	-0.27	-0.11	25.00	0.00	172.31	2.23	-0.87
100.31	737.08	0.44	-0.24	-0.18	25.00	0.00	1581.29	21.82	-3.35
400.70	736.46	0.41	-0.09	0.22	25.00	0.00	79.94	1.29	-0.27
604.84	737.32	0.46	-0.07	0.08	25.00	0.00	865.49	13.40	-2.82
945.15	736.51	0.37	-0.27	0.16	25.00	0.00	62.26	1.16	-0.16
447.35	738.06	0.45	-0.27	-0.13	25.00	0.00	27196.00	414.54	-6.54
455.15	738.50	0.47	0.09	0.02	25.00	0.00	687.04	9.56	-2.45
617.46	737.75	0.43	0.55	-0.33	25.00	0.00	81.00	1.22	-0.22
834.23	738.19	0.41	0.16	-0.09	25.00	0.00	229.85	3.62	-1.40
487.65	739.14	0.39	0.11	0.01	25.00	0.00	93.61	1.53	-0.46
600.47	739.16	0.42	0.46	-0.91	25.00	0.00	85.59	1.08	-0.08
818.03	738.81	0.43	0.24	0.11	25.00	0.00	631.74	10.33	-2.54
968.57	738.79	0.45	-0.03	-0.05	25.00	0.00	206.28	3.01	-1.20
885.59	740.43	0.42	-0.15	0.03	25.00	0.00	593.99	9.46	-2.44
